,userid,country,age,gender,start_date,ds,count
2362,7297111,PL,17,female,2018-04-30,2020-06-30,1
41638,1694386,NL,20,male,2018-08-12,2020-07-04,1
84072,9886821,US,21,male,2018-03-31,2020-09-30,14
162504,9121944,US,78,male,2018-02-02,2020-09-20,4
190038,4810481,PL,32,male,2018-10-29,2020-01-14,5
86995,7601855,CZ,50,male,2018-01-14,2020-01-01,1
106227,2642977,US,25,male,2018-06-06,2020-10-11,33
183629,4036121,US,15,male,2018-04-06,2020-03-08,3
87606,3154890,US,23,male,2018-03-27,2020-01-12,17
36973,2458853,FR,38,female,2018-07-13,2020-08-09,1
139790,2744247,DE,38,male,2018-08-15,2020-01-25,2
8085,6332134,US,21,male,2018-03-15,2020-01-12,10
172234,4546938,US,75,male,2018-06-17,2020-10-03,1
129309,8902568,US,27,female,2018-05-10,2020-07-31,7
132789,8561947,UK,22,male,2018-10-08,2020-01-14,7
91058,6900501,US,23,male,2018-05-10,2020-10-15,26
200785,4185609,US,29,male,2018-05-27,2020-07-15,8
187787,3220739,FI,49,male,2018-02-18,2020-08-11,1
137993,7931047,DE,34,male,2018-10-31,2020-07-29,1
112745,6184166,US,26,female,2018-08-02,2020-02-18,2
133879,8128226,US,25,male,2018-02-20,2020-06-15,7
84956,2153644,US,64,male,2018-10-06,2020-09-08,2
140030,3070739,US,34,female,2018-03-27,2020-02-20,6
217522,7969219,US,18,male,2018-02-24,2020-06-28,8
61705,6250286,IT,42,male,2018-05-31,2020-09-29,4
136753,8592102,PL,43,male,2018-09-23,2020-09-19,2
67107,4751355,UK,40,male,2018-11-14,2020-07-12,1
19084,2333597,PL,61,male,2018-11-02,2020-07-12,4
8984,2373535,PL,58,male,2018-03-15,2020-05-27,1
31497,2904790,DE,22,female,2018-10-23,2020-06-22,1
155785,6529720,US,48,male,2018-04-17,2020-09-07,19
94602,1652176,NL,31,male,2018-09-30,2020-07-23,6
151924,4791884,US,21,male,2018-07-29,2020-02-12,19
222853,8177965,NL,27,male,2018-09-10,2020-10-23,3
32069,2142274,DE,17,male,2018-03-01,2020-03-11,1
153209,2021004,US,25,male,2018-10-05,2020-10-11,33
138974,5564458,UK,42,female,2018-01-11,2020-06-04,1
27939,9141815,DK,78,male,2018-01-26,2020-05-25,1
9126,9669178,US,45,male,2018-08-09,2020-07-13,13
85868,2789005,US,72,male,2018-03-03,2020-10-30,1
213948,5495765,DE,71,male,2018-12-16,2020-09-04,3
124523,2379275,DE,30,unknown,2018-03-06,2020-08-22,1
230775,5583639,PL,46,male,2018-11-11,2020-01-06,5
50724,8929663,PL,46,female,2018-11-22,2020-10-31,4
149090,7401045,US,34,male,2018-01-06,2020-07-05,5
17936,2191915,DK,25,unknown,2018-03-04,2020-09-03,1
116654,7101161,US,33,female,2018-01-12,2020-09-24,3
13111,2609020,UK,24,male,2018-08-11,2020-10-26,6
153482,7926448,US,50,male,2018-04-28,2020-02-20,8
72679,4041935,DK,38,male,2018-01-05,2020-10-22,2
185313,3208556,US,36,female,2018-03-19,2020-01-17,3
36408,4812865,PL,41,male,2018-01-22,2020-06-04,5
134788,7814538,UK,31,male,2018-07-31,2020-07-30,3
100205,3860471,US,35,male,2018-10-12,2020-08-10,5
121240,9919592,IT,44,female,2018-04-27,2020-05-18,1
98731,9968954,UK,46,male,2018-12-04,2020-10-22,2
221171,3189669,FI,38,male,2018-12-21,2020-06-14,1
2632,2946566,PL,58,male,2018-03-15,2020-10-19,1
23606,3319008,DK,32,female,2018-06-09,2020-01-30,1
101067,2342833,US,21,male,2018-01-21,2020-02-20,7
88555,8548940,US,25,male,2018-08-06,2020-08-02,15
90839,7505152,US,29,female,2018-03-18,2020-01-03,3
134068,7107387,DE,22,male,2018-10-01,2020-08-18,1
75246,8380501,US,67,male,2018-11-29,2020-08-21,5
122676,2428838,US,27,male,2018-07-02,2020-08-20,9
113527,1321989,US,47,male,2018-07-29,2020-08-18,9
5841,1973441,US,22,male,2018-08-09,2020-10-15,29
26329,3191554,US,17,male,2018-01-04,2020-03-29,15
37412,9769079,US,28,male,2018-08-15,2020-06-20,6
24924,6978863,US,79,male,2018-12-02,2020-08-26,3
222621,9645271,NL,48,male,2018-08-20,2020-08-11,4
160444,4644142,US,53,male,2018-10-04,2020-02-13,1
120379,9937690,US,21,male,2018-10-17,2020-10-21,17
137011,8278864,US,55,male,2018-05-31,2020-02-20,1
81269,2821785,US,29,male,2018-02-05,2020-01-06,5
150443,7918374,US,15,male,2018-02-11,2020-03-12,4
155277,6856093,US,46,female,2018-04-23,2020-02-20,1
183313,7060808,US,21,male,2018-08-16,2020-07-30,20
91757,9062253,US,24,male,2018-08-01,2020-01-14,12
22021,9074407,US,21,male,2018-07-01,2020-10-03,19
198327,8110728,CZ,36,male,2018-04-27,2020-01-25,4
69707,8463683,US,46,male,2018-06-10,2020-01-25,33
90611,2066226,UK,45,male,2018-06-08,2020-06-10,2
60804,5571437,US,38,male,2018-08-18,2020-06-10,7
85021,8393846,US,32,female,2018-11-25,2020-08-19,15
221106,8408435,DK,40,unknown,2018-04-01,2020-06-04,1
9891,9639814,US,75,male,2018-04-02,2020-10-17,11
23362,5168833,PL,37,unknown,2018-08-01,2020-08-11,1
9824,3162973,US,20,female,2018-11-06,2020-09-29,8
140350,2982719,DE,36,female,2018-08-11,2020-07-30,5
108331,1940627,DE,43,male,2018-06-14,2020-10-31,3
27152,7374897,DE,40,male,2018-09-16,2020-10-15,5
189550,5257146,US,23,female,2018-08-07,2020-09-03,4
226276,5731920,UK,15,female,2018-03-04,2020-10-05,2
174265,3791374,US,35,male,2018-10-03,2020-06-24,19
81106,8700407,US,30,male,2018-07-24,2020-04-28,16
140200,9484899,US,22,male,2018-03-05,2020-10-25,7
111782,2258680,NL,14,male,2018-04-10,2020-05-29,3
100250,3508773,US,15,male,2018-06-11,2020-08-28,7
19902,6664654,US,35,male,2018-01-16,2020-08-29,24
190060,8834297,US,24,male,2018-01-27,2020-01-06,21
204579,4892201,CZ,20,unknown,2018-10-22,2020-09-10,1
33616,7964816,PL,28,male,2018-03-01,2020-06-20,1
211257,8200964,NL,46,female,2018-11-26,2020-09-08,4
110292,1282611,DE,17,male,2018-08-18,2020-09-19,3
125799,4602730,US,14,male,2018-12-03,2020-09-08,12
87872,2538884,US,24,male,2018-07-10,2020-10-12,9
156658,7327272,DE,44,male,2018-11-09,2020-01-25,5
50498,6351030,US,22,female,2018-06-01,2020-03-12,3
118924,9310510,US,46,male,2018-04-05,2020-08-19,37
86691,8358210,US,28,male,2018-06-09,2020-08-19,54
67352,4581714,PL,65,male,2018-03-28,2020-07-11,2
200093,6252058,US,62,male,2018-04-30,2020-07-14,3
8107,6260255,FI,19,male,2018-07-20,2020-10-19,2
192569,2024129,DE,44,female,2018-12-05,2020-06-27,1
87524,1427879,US,45,male,2018-06-25,2020-04-20,8
58900,6202789,US,18,male,2018-05-05,2020-11-01,22
61376,8240568,US,32,unknown,2018-11-10,2020-08-31,1
171917,1794118,PL,17,male,2018-10-07,2020-04-17,4
227899,7839997,PL,50,female,2018-12-21,2020-08-02,3
5172,6059762,US,32,male,2018-09-25,2020-08-31,36
37472,4857897,US,31,female,2018-10-16,2020-05-01,3
158959,2310589,US,16,male,2018-07-15,2020-06-10,10
116005,2853947,US,28,male,2018-08-14,2020-10-12,4
224109,6750431,US,19,male,2018-09-04,2020-10-05,15
28084,4912746,US,22,male,2018-12-05,2020-04-05,21
181754,9517519,US,15,male,2018-08-08,2020-08-23,13
218924,3486951,US,37,male,2018-07-30,2020-09-08,6
61916,5625813,PL,39,male,2018-12-15,2020-10-31,3
142233,5708154,DE,14,male,2018-11-29,2020-02-13,2
209338,3074973,FI,13,male,2018-10-15,2020-11-01,2
73155,9721142,PL,45,unknown,2018-01-04,2020-08-23,3
29812,5166315,UK,37,male,2018-04-30,2020-08-21,2
203808,3473145,UK,40,male,2018-05-22,2020-09-03,3
35113,4796778,UK,38,male,2018-09-18,2020-06-04,2
153626,2550482,US,37,male,2018-01-20,2020-05-29,13
161456,3270622,FR,13,male,2018-01-31,2020-10-13,4
16916,1540944,US,13,female,2018-05-02,2020-02-18,3
133821,2043525,US,23,male,2018-10-03,2020-08-13,24
156035,5348325,US,47,female,2018-04-05,2020-06-14,6
114223,5683261,DK,45,male,2018-09-17,2020-01-16,1
47429,5547617,US,18,male,2018-08-23,2020-10-29,5
203639,7486061,US,17,male,2018-11-11,2020-07-30,15
11781,7242559,UK,15,male,2018-06-03,2020-10-22,2
2032,9262219,NL,56,male,2018-05-24,2020-08-10,1
7121,5705248,US,36,male,2018-04-29,2020-01-16,4
131321,7039599,FR,78,unknown,2018-10-29,2020-05-03,1
160941,1754066,US,28,unknown,2018-08-19,2020-01-12,1
229525,9679772,PL,67,male,2018-06-04,2020-03-22,1
97136,6282150,NL,29,male,2018-04-10,2020-01-06,1
173989,6520917,US,24,male,2018-12-10,2020-06-30,9
219724,1516527,US,60,male,2018-10-05,2020-03-05,3
195271,8890767,CZ,39,male,2018-08-23,2020-01-12,1
229402,8304531,FR,20,female,2018-02-13,2020-10-02,3
42921,3859644,NL,50,male,2018-09-04,2020-03-05,4
127438,7100608,US,43,male,2018-08-20,2020-06-10,7
56838,4120823,US,28,male,2018-08-15,2020-07-07,9
72280,7437327,PL,21,male,2018-02-20,2020-02-13,6
14207,6172853,NL,15,male,2018-04-05,2020-10-15,8
23589,7263711,US,43,female,2018-08-18,2020-03-01,9
15180,8111609,US,13,female,2018-04-22,2020-01-25,10
229437,2683871,DK,19,male,2018-02-27,2020-04-20,1
111164,2197873,US,13,male,2018-01-24,2020-03-18,20
29005,4418545,US,21,male,2018-03-27,2020-10-03,19
19787,3834016,FR,68,female,2018-07-18,2020-10-13,1
73551,2162304,US,73,male,2018-08-06,2020-03-19,4
192620,9556054,PL,72,male,2018-09-21,2020-01-02,2
145052,9638102,PL,49,male,2018-03-20,2020-09-10,4
225987,5350518,PL,29,male,2018-06-24,2020-01-07,2
3130,8692052,FI,56,male,2018-01-29,2020-04-08,1
188571,5918696,US,27,male,2018-02-21,2020-08-22,13
38916,2599339,DE,63,male,2018-04-26,2020-03-01,4
75247,6959760,US,78,male,2018-11-30,2020-04-11,1
229757,9133084,DE,44,female,2018-03-22,2020-01-12,1
69067,4876254,FR,24,male,2018-01-20,2020-09-27,6
162902,6768133,DE,26,male,2018-03-28,2020-04-08,1
205012,4442688,US,26,male,2018-02-28,2020-01-25,30
221728,1973241,DE,67,male,2018-03-11,2020-04-19,4
148470,8016529,US,34,male,2018-08-21,2020-04-05,3
173315,2389731,PL,15,male,2018-06-24,2020-05-15,3
214692,6324329,NL,47,male,2018-08-29,2020-06-14,2
115170,3336823,PL,19,female,2018-06-24,2020-10-02,3
104654,2751774,DE,25,female,2018-09-30,2020-10-29,1
92843,4014060,US,50,male,2018-08-11,2020-03-01,17
134941,8712846,US,76,male,2018-02-02,2020-05-27,2
29302,3214778,US,48,male,2018-06-23,2020-09-04,23
140390,9510979,DE,40,male,2018-05-14,2020-04-24,1
95677,7455446,US,39,female,2018-06-13,2020-10-03,5
228982,7226499,US,21,female,2018-12-12,2020-09-08,3
121370,1236043,CZ,56,unknown,2018-09-05,2020-09-04,1
164059,7893987,US,29,male,2018-06-09,2020-01-12,13
77465,5652794,CZ,26,male,2018-07-31,2020-02-13,1
124515,4245706,US,18,male,2018-02-06,2020-08-21,24
186873,7966971,US,18,male,2018-08-20,2020-04-09,17
128071,5420012,PL,36,male,2018-08-06,2020-08-31,2
16711,3186224,US,49,male,2018-09-27,2020-09-07,14
164404,2879048,US,71,male,2018-01-04,2020-08-05,4
60324,6270865,NL,17,female,2018-11-07,2020-08-31,5
10626,1822740,PL,32,male,2018-04-29,2020-04-08,1
157669,9083507,US,61,male,2018-12-13,2020-05-22,4
166511,9457137,US,29,male,2018-01-12,2020-04-18,2
61813,3073555,US,50,male,2018-01-11,2020-06-24,13
141373,6082586,UK,19,male,2018-03-11,2020-05-03,1
198893,3986167,FR,46,male,2018-07-14,2020-09-08,3
49477,7853448,US,32,male,2018-03-10,2020-02-21,14
154939,5234418,UK,41,male,2018-02-25,2020-06-20,1
10033,2347523,IT,25,male,2018-04-23,2020-08-12,1
63445,4069224,PL,49,female,2018-08-15,2020-10-15,3
111592,3616672,DE,15,female,2018-06-28,2020-09-05,3
220151,3141372,NL,38,male,2018-04-24,2020-01-30,3
146950,7223073,US,48,unknown,2018-06-05,2020-07-25,1
61948,8222320,PL,41,male,2018-12-10,2020-07-07,2
71918,3634328,NL,17,female,2018-03-05,2020-09-04,1
221782,7884974,FR,62,male,2018-02-07,2020-10-27,2
214037,1775284,US,33,female,2018-02-14,2020-11-01,8
167941,8369932,US,17,female,2018-11-30,2020-03-19,3
136685,6304937,NL,41,female,2018-11-16,2020-07-23,1
140961,1455413,US,15,male,2018-06-17,2020-05-12,6
56056,3028195,DE,24,male,2018-10-01,2020-01-12,1
70907,3798657,US,45,male,2018-11-30,2020-08-13,21
167627,7572182,NL,47,female,2018-04-05,2020-01-25,2
155393,1517317,PL,45,unknown,2018-02-02,2020-09-07,1
207153,7881439,US,22,male,2018-09-20,2020-05-14,8
78333,6697292,US,47,female,2018-08-22,2020-06-22,6
228231,4212258,US,33,female,2018-08-01,2020-04-25,10
229129,4108109,IT,25,male,2018-12-13,2020-04-05,1
103375,6581535,PL,38,male,2018-11-19,2020-10-17,2
189420,3799608,US,22,male,2018-10-18,2020-03-18,20
183219,7452513,US,45,male,2018-07-17,2020-08-27,14
229039,1240280,US,31,female,2018-12-08,2020-08-19,16
150967,9784605,PL,70,male,2018-01-28,2020-09-22,2
73248,4039907,DE,44,male,2018-03-18,2020-10-02,5
164285,7803458,US,18,male,2018-04-01,2020-09-09,24
172993,7985711,FI,40,male,2018-11-12,2020-08-09,3
215909,5852130,US,22,male,2018-03-20,2020-09-19,20
226699,4059075,US,47,male,2018-05-18,2020-06-07,11
76036,7053515,US,47,male,2018-10-23,2020-05-25,9
102028,5460441,US,75,female,2018-11-10,2020-10-23,1
98532,8562457,FR,45,female,2018-04-18,2020-03-19,1
168008,3185504,PL,41,male,2018-09-12,2020-04-20,3
199650,5447084,DK,19,male,2018-04-22,2020-03-27,1
52864,9514202,US,21,male,2018-09-30,2020-04-30,9
126995,8844369,DK,26,unknown,2018-10-30,2020-08-29,1
130055,8948515,US,22,female,2018-10-06,2020-06-07,6
7484,9787695,US,17,male,2018-09-18,2020-08-09,15
108956,4461012,US,43,male,2018-02-21,2020-07-30,16
18618,4320690,US,79,female,2018-09-14,2020-09-29,2
226748,7432825,PL,74,male,2018-09-06,2020-07-12,2
14253,4412008,NL,31,male,2018-05-12,2020-06-30,2
193831,7346661,IT,69,female,2018-11-23,2020-01-25,1
163994,9286098,US,73,female,2018-12-08,2020-03-15,1
86286,7339377,DK,70,female,2018-03-02,2020-10-27,1
151101,3320159,UK,21,male,2018-02-21,2020-05-31,1
184657,1376096,US,50,female,2018-09-02,2020-08-02,12
168540,2738416,NL,16,male,2018-09-17,2020-04-15,2
46936,9311038,US,27,male,2018-02-22,2020-05-25,12
193772,7934870,DK,79,male,2018-08-16,2020-10-16,1
149953,9363486,CZ,30,female,2018-04-08,2020-04-23,2
62871,3387552,CZ,23,male,2018-06-30,2020-05-14,1
31036,5990374,US,25,female,2018-06-22,2020-07-09,4
16492,7847045,UK,36,female,2018-11-30,2020-03-29,1
184635,2997168,PL,48,female,2018-01-11,2020-10-04,1
185889,2079661,US,35,male,2018-05-06,2020-09-17,21
195458,8868485,FR,21,male,2018-03-23,2020-06-12,1
198197,4020782,US,48,male,2018-08-20,2020-03-18,8
221521,8704427,PL,22,male,2018-10-27,2020-09-07,4
140650,9169637,US,36,male,2018-06-22,2020-05-15,10
192369,1284413,US,36,male,2018-11-29,2020-05-13,7
232132,4735041,US,49,male,2018-06-19,2020-09-04,20
223917,9209480,NL,49,male,2018-04-03,2020-03-18,4
82764,4526418,PL,44,male,2018-01-22,2020-01-03,2
157193,5187536,NL,74,male,2018-09-21,2020-08-26,2
210270,5032505,US,58,male,2018-10-03,2020-05-29,2
205134,1408881,US,20,unknown,2018-06-18,2020-09-29,4
133944,1807388,US,40,male,2018-04-17,2020-04-21,8
15836,5231297,NL,37,male,2018-10-31,2020-08-29,4
142105,1461052,US,55,male,2018-05-04,2020-08-07,1
198540,7034503,PL,77,male,2018-01-19,2020-08-12,2
161281,6321892,US,45,male,2018-12-05,2020-05-21,3
232085,5832393,US,16,male,2018-01-14,2020-04-13,5
193338,5957136,US,17,male,2018-10-15,2020-04-26,7
145074,6787262,US,57,male,2018-09-04,2020-06-14,3
96672,8722955,US,19,female,2018-07-09,2020-10-30,6
92938,7555317,US,21,male,2018-02-14,2020-09-17,38
153174,8097484,US,25,male,2018-01-09,2020-09-15,13
92604,9367320,DE,24,male,2018-05-24,2020-05-08,1
206532,9427840,PL,36,male,2018-10-19,2020-07-31,3
174462,9069456,US,38,male,2018-01-10,2020-08-31,18
127076,3990246,US,45,male,2018-04-22,2020-07-05,8
3197,1371578,US,18,male,2018-10-26,2020-09-17,28
161615,6713929,US,25,male,2018-02-02,2020-09-27,20
101036,9342326,PL,18,male,2018-03-10,2020-03-16,2
76789,7148603,US,30,male,2018-07-23,2020-09-25,1
51764,8720761,US,48,unknown,2018-04-26,2020-09-02,2
49995,7584823,US,17,male,2018-12-16,2020-10-18,16
87865,5641040,US,41,male,2018-09-27,2020-10-31,8
135866,9733408,FI,68,male,2018-03-08,2020-04-20,2
89984,6918813,NL,38,male,2018-07-27,2020-02-13,2
178165,3794541,US,45,male,2018-09-08,2020-10-20,5
16704,5120613,US,13,female,2018-05-06,2020-01-07,1
63443,5343530,FI,41,unknown,2018-04-13,2020-10-15,1
192984,6775927,US,38,female,2018-08-29,2020-02-15,1
105366,2624274,DK,77,female,2018-11-01,2020-08-23,1
100360,8490320,US,45,female,2018-10-17,2020-03-22,4
120176,1455803,US,26,male,2018-07-04,2020-09-02,1
64513,6020871,US,40,male,2018-08-31,2020-03-25,4
98817,7547051,US,36,male,2018-01-21,2020-08-17,7
6818,6257121,DE,61,male,2018-10-19,2020-07-07,1
60390,7061196,PL,42,male,2018-02-13,2020-03-25,1
27005,2204772,FI,39,male,2018-02-14,2020-09-17,1
219771,4252574,FR,43,unknown,2018-01-02,2020-10-22,1
69579,9064755,US,34,female,2018-04-30,2020-05-01,7
228575,5360105,US,40,male,2018-01-13,2020-09-10,25
1129,8895423,NL,42,male,2018-02-17,2020-06-30,1
94902,4423833,US,43,female,2018-07-01,2020-02-09,3
189164,5673534,PL,36,male,2018-08-01,2020-08-11,7
80431,5696826,UK,39,male,2018-02-23,2020-07-30,3
42843,7718107,US,32,male,2018-10-17,2020-04-14,13
48862,5668669,UK,53,male,2018-07-08,2020-01-02,2
135854,8317841,FR,47,male,2018-11-20,2020-01-30,1
193155,4014310,PL,16,male,2018-08-08,2020-08-29,1
138400,4332242,CZ,14,male,2018-04-25,2020-10-12,2
177574,6758374,US,40,female,2018-08-12,2020-08-27,6
41930,9390426,US,21,unknown,2018-09-27,2020-07-10,2
173600,8314759,UK,75,male,2018-04-04,2020-05-25,1
181758,1578296,US,18,female,2018-04-16,2020-09-11,4
72496,3860783,US,15,male,2018-11-04,2020-05-27,25
52750,2129994,FR,75,male,2018-07-17,2020-08-26,1
36792,4913922,DE,67,male,2018-06-10,2020-05-14,1
39693,8254201,US,43,female,2018-01-25,2020-08-10,3
36086,8862239,NL,74,male,2018-04-12,2020-01-26,1
69696,3844668,US,64,male,2018-04-26,2020-08-06,5
79561,5466069,US,19,female,2018-04-13,2020-02-21,3
217432,2574096,US,76,female,2018-03-19,2020-01-19,2
104624,4718296,US,16,male,2018-09-26,2020-10-15,27
5322,5821849,US,21,female,2018-06-07,2020-11-01,11
116988,9745495,US,13,male,2018-11-20,2020-03-27,9
153318,8609416,DK,57,male,2018-09-22,2020-10-02,1
231406,7120125,DK,22,female,2018-11-16,2020-09-09,1
149552,2545701,FR,38,male,2018-09-16,2020-03-05,4
203478,9322061,US,19,female,2018-06-07,2020-06-22,9
207425,2300357,US,20,male,2018-07-30,2020-10-02,15
117363,4862931,FR,47,male,2018-10-11,2020-04-24,2
186906,1881404,DK,45,male,2018-04-23,2020-04-27,1
195546,5527619,IT,66,female,2018-03-21,2020-09-17,2
39547,7619614,PL,18,male,2018-12-16,2020-01-19,4
54985,7048432,US,32,male,2018-06-06,2020-07-02,9
166445,8621173,US,16,female,2018-10-31,2020-10-03,16
111639,9563167,PL,65,male,2018-05-16,2020-05-25,1
39198,3753276,FR,44,male,2018-04-14,2020-03-19,1
214070,1582971,FR,13,male,2018-03-17,2020-07-31,3
74276,5266024,US,15,male,2018-06-18,2020-05-15,14
125273,6627036,US,52,male,2018-03-10,2020-08-22,1
80364,2377720,US,75,female,2018-10-14,2020-04-02,2
104491,2479961,FI,34,male,2018-04-08,2020-01-06,1
110026,9565742,NL,37,male,2018-01-31,2020-10-28,3
161214,8203153,US,24,male,2018-10-25,2020-09-15,11
67397,9410822,PL,18,female,2018-04-10,2020-04-09,2
13870,9219133,CZ,41,male,2018-08-05,2020-08-01,1
86279,9558180,US,76,male,2018-04-29,2020-08-27,3
187785,5291807,US,61,male,2018-10-10,2020-08-13,1
107922,2148038,US,28,male,2018-02-20,2020-01-25,29
223591,6085828,US,39,female,2018-04-27,2020-01-06,9
146491,4459311,US,38,male,2018-04-04,2020-09-17,15
201975,4545751,UK,17,male,2018-06-14,2020-09-01,3
35556,7333879,NL,27,male,2018-10-02,2020-10-31,4
97788,5413708,PL,13,male,2018-03-14,2020-02-06,1
33435,5716924,DK,36,female,2018-06-11,2020-08-02,1
209475,1899254,FR,50,male,2018-07-26,2020-07-04,1
225963,1861880,US,31,female,2018-02-21,2020-09-17,7
9077,9321542,US,31,unknown,2018-02-04,2020-10-13,1
135612,5359148,PL,26,male,2018-09-19,2020-02-15,3
131150,6037338,US,40,male,2018-01-09,2020-05-25,5
47935,8654019,UK,49,male,2018-11-04,2020-06-10,2
81388,6727155,DE,24,male,2018-09-19,2020-01-25,3
209462,9474473,US,18,male,2018-08-25,2020-05-25,11
143496,6727675,US,40,female,2018-11-02,2020-08-12,7
72128,6689072,FR,20,male,2018-08-12,2020-06-04,2
44074,8401343,DE,24,female,2018-10-17,2020-09-26,1
224485,9589509,CZ,14,female,2018-06-26,2020-05-06,1
1323,6558191,US,20,male,2018-03-15,2020-01-16,9
34699,7235251,US,18,male,2018-07-03,2020-06-24,12
24887,7769049,US,26,female,2018-04-20,2020-03-29,5
66568,3508517,US,23,male,2018-03-31,2020-06-22,23
99427,8287417,CZ,19,male,2018-09-20,2020-10-13,1
99291,6217770,DK,47,female,2018-11-20,2020-10-03,1
201483,6877965,PL,37,male,2018-09-02,2020-04-09,3
64157,3648129,DE,38,male,2018-08-12,2020-10-28,1
113544,2067251,UK,28,male,2018-04-22,2020-05-09,1
218415,9558168,PL,13,female,2018-12-17,2020-07-26,3
202628,3799981,US,16,male,2018-10-20,2020-07-18,2
117930,4070354,US,18,male,2018-02-20,2020-04-18,8
147055,9736307,US,43,male,2018-06-14,2020-06-26,7
95987,1543079,US,20,female,2018-12-03,2020-09-19,9
156204,4983381,NL,23,male,2018-02-12,2020-08-31,4
155852,6300086,FR,25,female,2018-12-12,2020-04-18,2
55401,2010523,DE,15,male,2018-06-21,2020-05-09,1
94433,2741599,US,49,male,2018-01-03,2020-07-26,10
45228,7781752,DK,74,female,2018-09-08,2020-04-21,1
178129,4949140,US,22,male,2018-03-17,2020-09-21,9
159503,7523581,US,30,female,2018-04-07,2020-09-17,8
85759,7033080,US,15,female,2018-01-17,2020-06-06,4
92,5727017,DE,39,male,2018-09-13,2020-09-14,1
140523,5679352,US,31,male,2018-02-16,2020-10-27,4
27859,9675885,DE,40,female,2018-07-06,2020-08-01,2
156249,1524968,PL,65,male,2018-01-12,2020-10-17,2
25223,4829884,DE,42,male,2018-02-08,2020-01-14,6
142096,7758542,US,25,male,2018-11-07,2020-09-23,5
42769,4283225,US,18,male,2018-09-16,2020-03-01,17
139816,1670271,US,18,female,2018-07-31,2020-04-19,4
213657,3914821,NL,41,male,2018-11-02,2020-06-22,4
143054,5170836,US,20,female,2018-01-23,2020-09-30,5
142450,9945262,PL,44,female,2018-10-27,2020-02-12,1
184661,8329347,US,30,male,2018-06-26,2020-09-05,7
189823,2181212,NL,27,male,2018-08-25,2020-01-06,8
189266,4556162,US,17,male,2018-03-26,2020-05-18,7
57627,2944205,US,37,female,2018-06-11,2020-01-06,13
148025,4617483,UK,36,male,2018-03-11,2020-04-12,2
210381,9662611,DE,16,male,2018-02-14,2020-09-12,3
194955,7512925,US,15,unknown,2018-04-02,2020-06-12,3
8996,2513110,US,22,female,2018-09-29,2020-03-23,3
91847,4142943,NL,40,female,2018-01-12,2020-10-26,1
134955,9120112,US,36,female,2018-03-04,2020-09-10,11
226248,5695176,DE,24,male,2018-02-26,2020-09-29,5
90469,4966029,US,45,male,2018-04-03,2020-09-21,5
155994,4812628,PL,41,unknown,2018-05-17,2020-08-09,1
160783,8985251,PL,53,female,2018-08-01,2020-02-13,1
136021,5225581,NL,49,female,2018-04-10,2020-07-12,1
30459,6447590,PL,46,female,2018-03-19,2020-10-31,4
19301,6350787,US,38,male,2018-11-18,2020-10-10,6
39579,3759237,US,14,male,2018-01-02,2020-03-15,9
142562,7502540,US,20,female,2018-08-07,2020-08-20,9
126578,9377407,US,26,male,2018-01-10,2020-07-11,7
63673,9131100,US,37,male,2018-06-18,2020-09-04,18
119820,2677699,US,25,female,2018-09-08,2020-09-17,10
148556,7016494,US,16,male,2018-04-19,2020-08-31,35
168915,2947535,FR,50,male,2018-05-10,2020-10-17,1
93077,2253724,UK,72,male,2018-05-19,2020-10-26,1
106635,5331357,US,55,male,2018-04-09,2020-08-15,2
157530,2879574,US,64,male,2018-06-16,2020-09-29,2
128131,9120694,US,35,female,2018-10-19,2020-07-15,3
46375,5255564,US,27,male,2018-08-05,2020-03-01,27
45149,2502664,US,26,male,2018-01-05,2020-10-09,16
108386,8799942,NL,23,male,2018-03-24,2020-01-07,1
29846,6647910,PL,24,female,2018-12-14,2020-05-14,2
206451,8483589,NL,15,female,2018-08-22,2020-05-19,1
130102,7208179,US,21,male,2018-07-31,2020-10-21,17
167751,8039559,US,36,male,2018-07-12,2020-08-25,2
32302,4827923,FI,42,female,2018-06-06,2020-04-11,1
25582,9678760,US,38,unknown,2018-04-16,2020-09-17,2
49795,4641725,DK,22,male,2018-03-26,2020-02-13,1
112036,2387009,US,13,female,2018-05-05,2020-09-21,5
74648,5062858,US,16,unknown,2018-06-28,2020-04-15,2
6645,9968519,US,27,male,2018-08-16,2020-03-01,27
80047,2450691,US,28,male,2018-07-16,2020-04-30,5
48079,9681663,PL,36,male,2018-05-29,2020-06-08,2
203861,6568633,FR,37,male,2018-08-19,2020-10-31,5
111443,7751758,NL,20,female,2018-10-07,2020-09-10,3
119800,5757106,PL,24,unknown,2018-09-28,2020-08-13,1
186352,4169442,US,27,female,2018-06-28,2020-07-31,7
29599,5666173,PL,45,male,2018-10-07,2020-10-09,1
165307,4814471,NL,21,male,2018-05-31,2020-08-19,6
176117,9425433,US,33,male,2018-08-19,2020-07-02,13
198932,5167735,US,73,female,2018-10-12,2020-01-16,2
202028,6742903,UK,37,female,2018-01-17,2020-06-12,1
21628,4359511,US,23,unknown,2018-07-03,2020-08-20,2
233700,7852029,CZ,14,male,2018-12-14,2020-06-22,3
182180,2071462,NL,79,male,2018-08-31,2020-06-26,2
51231,3095027,US,26,male,2018-04-18,2020-06-16,11
167540,6046868,DE,17,male,2018-12-15,2020-02-21,2
70558,3210548,US,50,male,2018-07-20,2020-09-08,13
219505,7790152,PL,71,male,2018-07-09,2020-05-29,2
