,userid,country,age,gender,start_date,ds,count
543770,2191399,DE,35,male,2018-06-03,2020-01-20,15
500558,3697917,US,39,male,2018-08-11,2020-04-22,18
200478,6871236,US,41,male,2018-09-12,2020-06-17,23
613182,7956458,FI,32,male,2018-02-07,2020-03-01,2
231044,4939117,UK,44,male,2018-08-07,2020-06-19,3
42947,3101747,IT,33,male,2018-02-25,2020-07-09,1
632275,1570211,IT,26,male,2018-05-28,2020-07-30,2
71739,1946123,US,19,female,2018-09-17,2020-07-02,1
54881,7786425,DE,32,male,2018-04-03,2020-01-21,10
593151,9456972,US,63,male,2018-08-12,2020-08-11,16
414953,4374043,US,25,male,2018-07-30,2020-01-18,18
638597,7557817,US,28,male,2018-10-09,2020-02-25,65
383530,3927803,US,27,female,2018-04-04,2020-04-28,13
614881,4020050,US,45,male,2018-11-18,2020-09-06,46
21954,8538863,US,15,unknown,2018-06-30,2020-08-31,1
534441,8462421,DK,41,male,2018-11-11,2020-01-29,4
462366,7270407,US,37,male,2018-08-24,2020-02-29,41
350573,2278534,US,38,male,2018-09-20,2020-02-24,50
674509,3570430,FR,43,male,2018-09-30,2020-03-22,1
453601,4513039,PL,80,female,2018-03-29,2020-05-26,3
652013,7898162,FR,38,male,2018-04-11,2020-01-03,5
325226,6682333,US,22,male,2018-02-25,2020-08-14,8
451722,8385935,CZ,44,male,2018-09-20,2020-01-11,8
426190,1790073,US,32,male,2018-07-01,2020-03-17,12
60611,8715969,NL,19,male,2018-08-25,2020-04-11,1
304140,6138469,US,75,male,2018-05-31,2020-05-18,3
58101,1402393,PL,59,male,2018-02-06,2020-07-18,1
12674,8521951,FR,14,male,2018-08-22,2020-07-02,2
529610,7657160,US,80,female,2018-02-05,2020-03-18,6
576210,9592966,US,39,male,2018-06-21,2020-08-08,67
57090,9551957,FR,40,female,2018-02-26,2020-06-15,1
322198,8566349,US,60,male,2018-06-13,2020-06-18,14
107197,7729346,US,33,male,2018-06-27,2020-05-31,39
594436,2612261,CZ,41,male,2018-09-07,2020-08-11,3
347827,2288360,DE,45,male,2018-08-17,2020-03-08,4
149923,9946735,US,33,female,2018-02-12,2020-02-26,18
615807,8708352,US,42,female,2018-04-03,2020-02-17,11
663655,5127608,UK,39,male,2018-07-21,2020-04-15,4
344492,3911679,NL,37,male,2018-07-26,2020-01-11,13
151283,3544673,PL,35,female,2018-03-09,2020-03-06,2
432417,3697250,US,39,male,2018-10-07,2020-03-08,35
662606,8834407,US,16,male,2018-03-18,2020-07-24,14
611490,8863106,US,33,male,2018-12-11,2020-01-07,102
140029,5789525,PL,29,male,2018-09-20,2020-03-20,1
468466,4520550,US,26,male,2018-09-12,2020-08-15,31
394375,7461853,US,30,male,2018-06-19,2020-01-20,68
137614,7418464,FR,30,male,2018-11-15,2020-03-02,4
153165,4291793,NL,33,male,2018-08-25,2020-04-21,12
432828,8548392,US,66,male,2018-01-17,2020-08-18,33
650671,5972576,PL,34,unknown,2018-04-08,2020-06-28,1
60874,4947331,US,14,male,2018-08-22,2020-01-10,17
422105,6775032,FR,50,male,2018-06-17,2020-01-09,10
655223,7609552,US,25,unknown,2018-04-20,2020-08-17,1
450522,3199058,US,27,female,2018-04-14,2020-05-31,19
567270,3027985,DK,49,female,2018-07-28,2020-01-11,4
626598,4425109,US,49,male,2018-07-30,2020-08-15,61
666821,3390636,US,17,male,2018-06-23,2020-06-02,12
370115,2078904,US,14,male,2018-11-01,2020-06-16,13
183228,5517632,UK,48,unknown,2018-02-25,2020-04-30,2
482114,2973426,US,16,male,2018-08-14,2020-01-26,10
39030,3206042,UK,30,female,2018-05-29,2020-01-01,3
644836,1307913,DK,49,male,2018-02-21,2020-08-21,2
74078,7355147,FR,41,male,2018-08-12,2020-03-26,2
538922,7838524,DK,68,female,2018-08-07,2020-01-05,1
86609,3916997,CZ,23,male,2018-05-04,2020-05-22,1
586984,9939443,IT,44,male,2018-10-21,2020-09-05,5
49778,5132218,US,38,female,2018-01-21,2020-04-20,5
383005,7280881,PL,37,male,2018-09-13,2020-08-04,11
207048,9114994,US,23,female,2018-05-02,2020-01-10,11
617326,6473529,US,42,male,2018-12-13,2020-01-23,37
12409,4526277,US,19,male,2018-01-11,2020-03-05,22
291014,9384963,PL,39,female,2018-02-27,2020-06-26,5
507793,6673925,NL,52,male,2018-02-03,2020-05-30,4
632213,2274705,US,27,male,2018-06-06,2020-05-01,21
539099,6206070,UK,41,male,2018-02-18,2020-04-05,7
180988,3526977,US,62,female,2018-02-25,2020-02-09,8
427384,1249579,US,24,male,2018-05-08,2020-04-20,16
128443,3161685,US,26,unknown,2018-01-04,2020-06-26,9
644983,8375274,NL,45,unknown,2018-05-23,2020-03-14,1
257509,1402673,PL,43,male,2018-04-16,2020-01-19,4
398094,6972784,PL,15,male,2018-06-15,2020-06-29,2
264966,9651487,US,38,male,2018-11-30,2020-04-25,14
81295,6409489,FR,30,unknown,2018-02-06,2020-02-05,1
621952,3991454,DK,75,unknown,2018-10-18,2020-03-05,1
227049,7356177,UK,34,female,2018-07-09,2020-03-25,1
509113,3945970,NL,27,male,2018-03-17,2020-09-05,8
252732,7927397,US,34,male,2018-07-03,2020-07-19,25
373351,2332097,US,55,male,2018-05-20,2020-03-23,12
7980,4977012,US,16,female,2018-05-21,2020-07-25,14
407625,3473177,US,31,female,2018-05-21,2020-02-28,33
25248,7932211,US,48,male,2018-10-13,2020-08-11,50
101,1821107,US,52,male,2018-11-22,2020-08-09,22
615168,9126177,US,20,female,2018-07-05,2020-02-01,4
45292,9120027,PL,40,female,2018-06-28,2020-06-29,2
75302,2153706,US,60,male,2018-08-11,2020-01-29,16
375298,1752161,US,39,female,2018-04-25,2020-04-21,19
214701,6315857,FI,45,male,2018-04-29,2020-02-16,5
29456,5673369,DE,27,female,2018-04-27,2020-09-05,4
179331,5902092,CZ,42,male,2018-06-18,2020-05-13,2
74551,9682625,FR,29,male,2018-11-05,2020-01-29,9
39785,6041096,US,17,male,2018-09-17,2020-08-06,16
174470,6729874,US,30,female,2018-02-16,2020-01-03,22
634082,7426163,US,37,female,2018-12-22,2020-03-05,31
155015,3713410,US,22,female,2018-12-06,2020-06-12,8
632017,4508064,US,35,male,2018-04-20,2020-06-10,30
506964,4207250,DE,27,female,2018-01-16,2020-09-02,2
51184,1813615,US,54,male,2018-10-30,2020-03-31,16
328101,2084473,US,61,male,2018-11-13,2020-05-29,3
91593,8823611,DE,43,female,2018-07-13,2020-06-24,3
9621,7600136,DE,46,female,2018-12-05,2020-08-12,5
638009,2255007,NL,26,male,2018-06-22,2020-05-10,2
637319,8060163,PL,40,female,2018-11-26,2020-09-04,3
418963,8107779,DE,70,male,2018-10-25,2020-02-01,1
279387,8342240,US,49,male,2018-11-06,2020-01-01,58
677279,3227777,US,37,female,2018-11-13,2020-01-20,32
516208,1768096,FI,46,male,2018-04-06,2020-02-15,2
362069,4408649,CZ,37,male,2018-08-07,2020-09-01,3
267301,3509901,US,51,female,2018-07-20,2020-07-13,5
184742,3763804,US,22,male,2018-12-05,2020-06-06,13
197651,4987185,US,45,female,2018-05-31,2020-04-19,10
335624,5340607,CZ,49,male,2018-10-15,2020-07-29,2
449839,8991207,US,60,male,2018-09-21,2020-08-24,12
121235,7152433,DK,26,male,2018-01-02,2020-06-01,5
57715,3754077,US,28,male,2018-01-23,2020-09-04,35
11348,8761005,PL,38,male,2018-01-23,2020-05-31,18
60408,2936691,US,19,male,2018-04-23,2020-02-02,14
621562,3494818,PL,45,male,2018-11-23,2020-06-03,10
541148,2707837,UK,76,female,2018-04-04,2020-04-04,1
206413,4292479,IT,28,male,2018-04-02,2020-08-28,2
597715,2104920,US,70,female,2018-03-19,2020-01-02,4
465361,9963979,DK,23,male,2018-02-01,2020-04-14,3
137481,3034759,US,28,male,2018-05-25,2020-03-05,27
622535,2113961,IT,46,male,2018-08-26,2020-08-10,1
192387,6854847,PL,14,male,2018-11-16,2020-08-09,1
63970,7266218,FI,47,female,2018-02-16,2020-08-27,1
633341,2363413,US,50,female,2018-09-26,2020-04-02,11
207350,1611453,UK,43,male,2018-05-10,2020-04-06,4
348637,1863927,FR,26,male,2018-03-14,2020-01-15,4
504575,7884645,CZ,55,unknown,2018-03-27,2020-07-12,1
246739,6925068,PL,38,female,2018-03-24,2020-01-03,4
334116,3577472,US,30,male,2018-03-06,2020-01-29,37
372188,7124121,DE,64,female,2018-08-05,2020-06-25,4
415261,4771528,DE,63,male,2018-12-14,2020-06-11,4
81914,2996076,CZ,43,male,2018-08-27,2020-01-02,4
263031,8383299,PL,75,female,2018-10-08,2020-01-12,1
481363,9650671,DK,33,female,2018-07-26,2020-02-08,4
556893,1881268,US,44,male,2018-06-07,2020-02-09,35
555764,6652912,US,48,male,2018-03-20,2020-03-07,23
187848,2888030,US,30,male,2018-05-24,2020-07-27,15
457469,2392186,US,63,male,2018-04-20,2020-01-16,23
655437,1861905,US,40,male,2018-08-02,2020-01-16,15
224898,2860176,NL,26,female,2018-04-09,2020-02-25,5
281462,1295764,US,69,male,2018-07-09,2020-02-19,6
240622,5764418,US,23,male,2018-07-31,2020-01-20,29
442742,4472571,PL,44,male,2018-07-27,2020-02-15,14
490088,8389431,FI,64,male,2018-11-19,2020-06-27,1
101781,5443966,US,58,male,2018-09-06,2020-06-25,36
328663,9793154,US,46,male,2018-05-25,2020-05-21,19
272996,1631251,US,44,female,2018-05-14,2020-06-10,20
137765,2065345,US,26,male,2018-09-10,2020-01-07,105
654078,7333677,US,38,male,2018-01-05,2020-01-01,44
290332,2784755,US,38,male,2018-07-28,2020-08-24,30
20306,8294541,DE,18,unknown,2018-09-29,2020-04-30,1
17519,2914780,US,45,male,2018-02-26,2020-02-11,19
118223,3040999,PL,30,male,2018-01-29,2020-05-21,9
653691,5853148,UK,38,male,2018-02-03,2020-06-21,7
669082,4324120,CZ,15,female,2018-10-19,2020-01-17,1
115529,5484633,US,28,female,2018-08-20,2020-01-20,27
388277,5737279,DK,71,male,2018-07-06,2020-02-28,4
176865,1882186,UK,20,female,2018-07-25,2020-06-01,1
150815,1604810,US,39,male,2018-08-16,2020-01-25,24
463429,1736306,US,50,male,2018-07-26,2020-05-31,62
259469,7965555,US,43,male,2018-05-25,2020-02-01,44
258031,7486528,UK,24,male,2018-01-01,2020-04-30,5
382064,2851984,DK,46,male,2018-07-12,2020-01-20,11
638922,8506461,US,55,male,2018-10-24,2020-03-09,2
449698,2069203,US,25,male,2018-05-23,2020-07-14,7
554405,1703136,UK,21,male,2018-10-12,2020-04-15,1
518849,3111874,US,38,female,2018-09-24,2020-08-13,23
606298,4745865,NL,39,male,2018-02-05,2020-03-07,8
566691,4693177,NL,44,male,2018-09-07,2020-07-24,6
284188,1712549,US,40,female,2018-08-12,2020-08-07,23
448055,2648611,US,58,female,2018-03-28,2020-05-13,11
434579,4125143,DK,47,female,2018-09-05,2020-08-18,3
343104,5310869,US,16,unknown,2018-02-27,2020-08-09,1
604345,6315894,US,39,female,2018-07-16,2020-04-24,6
61418,7428397,US,31,female,2018-08-30,2020-05-23,7
165633,5864943,UK,44,male,2018-06-03,2020-02-22,6
253407,2989862,PL,38,unknown,2018-01-27,2020-06-16,1
585599,4106182,US,29,female,2018-07-31,2020-02-05,14
387933,2106513,DE,40,male,2018-10-01,2020-02-16,7
149974,3070221,ES,28,female,2018-02-17,2020-01-01,1
82498,8545487,NL,42,male,2018-02-08,2020-02-06,6
527098,9976459,DE,44,male,2018-12-09,2020-03-03,4
627030,8570697,US,37,male,2018-01-16,2020-08-01,13
532436,5796294,IT,37,female,2018-04-20,2020-04-14,1
84063,6205339,US,42,female,2018-01-23,2020-04-28,12
561806,6302476,UK,34,male,2018-11-12,2020-08-23,6
658613,2829901,US,13,male,2018-01-24,2020-02-05,14
435510,4348220,US,16,male,2018-08-17,2020-09-05,12
480520,3158420,US,52,male,2018-04-10,2020-09-01,7
579473,2898551,DK,19,male,2018-03-26,2020-04-18,1
168728,3525302,US,45,male,2018-05-13,2020-01-13,28
674816,1826107,NL,25,female,2018-07-25,2020-04-14,1
573893,6178817,DE,43,male,2018-06-29,2020-03-12,8
209635,6435102,FR,49,male,2018-01-06,2020-07-29,2
275381,6172284,PL,44,male,2018-02-01,2020-05-24,7
59105,3385697,NL,60,female,2018-07-23,2020-05-19,1
10400,5419251,US,62,unknown,2018-06-08,2020-09-09,5
16402,9660652,US,34,male,2018-08-15,2020-02-13,46
507966,8757243,US,48,male,2018-06-30,2020-04-05,22
668305,9081825,US,80,male,2018-07-24,2020-03-13,10
321302,4615103,US,59,male,2018-11-26,2020-09-01,7
447007,6581182,US,49,male,2018-06-21,2020-08-17,19
221088,5533883,PL,34,male,2018-04-13,2020-07-02,4
166709,8131847,UK,43,male,2018-04-13,2020-05-16,3
125221,2319901,PL,27,male,2018-04-18,2020-01-25,4
385566,5190515,US,72,male,2018-10-27,2020-01-28,4
497868,2704222,US,24,male,2018-09-24,2020-01-12,26
574631,9022653,DE,47,male,2018-12-13,2020-04-14,5
319684,2872486,US,29,male,2018-07-02,2020-08-18,16
362290,6489167,UK,42,male,2018-08-20,2020-01-07,3
660855,9125141,UK,27,male,2018-07-13,2020-08-12,8
431449,2764427,US,32,male,2018-02-05,2020-06-24,30
269306,9305634,US,66,male,2018-11-11,2020-01-16,23
192107,6173725,NL,36,male,2018-02-12,2020-02-29,10
431183,5976778,US,40,male,2018-10-20,2020-01-15,19
90881,5269389,US,13,male,2018-06-15,2020-06-15,13
608339,9128296,UK,42,male,2018-02-03,2020-07-06,4
455276,3511455,US,42,male,2018-11-27,2020-02-17,21
293357,5900952,US,61,male,2018-04-02,2020-04-01,13
370142,6331883,US,66,female,2018-09-18,2020-03-07,5
403144,3790756,FR,35,female,2018-10-25,2020-06-15,3
218292,8058742,US,21,female,2018-02-10,2020-01-11,10
193980,3788163,US,38,female,2018-05-15,2020-04-13,12
557862,2806792,FI,42,male,2018-07-01,2020-04-29,1
111787,8163159,DE,45,male,2018-02-07,2020-01-23,10
420478,6303492,NL,40,female,2018-12-16,2020-01-28,3
369019,7841087,FR,53,male,2018-06-26,2020-09-04,1
553550,8904750,US,43,female,2018-05-11,2020-01-10,29
240267,8248948,FR,77,male,2018-04-15,2020-06-16,2
370409,7859347,DE,46,male,2018-06-02,2020-08-09,11
189927,7511077,US,76,male,2018-04-06,2020-01-02,5
288559,8213216,UK,44,unknown,2018-04-18,2020-03-17,1
467512,9062443,US,27,female,2018-02-01,2020-02-20,21
277634,6514648,US,48,unknown,2018-05-26,2020-01-12,9
450231,3296614,US,41,male,2018-01-07,2020-08-15,50
266888,2484346,US,66,male,2018-02-27,2020-08-24,7
577209,2333009,PL,50,male,2018-04-09,2020-03-09,14
179570,6636508,PL,39,male,2018-03-17,2020-08-24,1
111821,5499691,US,38,female,2018-09-30,2020-06-06,12
545678,6825072,PL,46,male,2018-04-03,2020-08-17,13
253170,3807860,US,15,female,2018-11-13,2020-01-12,10
326861,6298945,US,23,male,2018-11-23,2020-06-03,15
604764,1871930,DE,47,male,2018-02-25,2020-01-29,6
460952,2989682,US,46,male,2018-12-08,2020-01-12,56
531111,3269572,UK,26,male,2018-02-21,2020-01-12,5
65705,2621064,NL,34,male,2018-04-09,2020-01-29,6
499941,8876385,UK,46,male,2018-12-17,2020-03-02,4
257865,6151496,NL,38,female,2018-02-22,2020-02-02,5
229342,7274372,US,39,male,2018-01-02,2020-02-13,64
123803,4594326,US,22,male,2018-08-18,2020-06-20,7
583047,8603190,US,16,male,2018-01-21,2020-06-17,13
455546,6087555,US,22,female,2018-07-18,2020-02-14,8
589196,9729667,US,49,male,2018-08-16,2020-03-01,30
618291,9849492,PL,50,male,2018-10-29,2020-04-02,6
586060,4343905,FR,42,unknown,2018-04-19,2020-06-26,1
382212,4176236,US,60,male,2018-10-01,2020-03-08,10
663265,9352658,US,76,male,2018-01-03,2020-01-16,17
647686,7360890,PL,36,male,2018-08-13,2020-04-30,7
105461,9252152,US,28,male,2018-11-19,2020-04-28,28
427824,2283399,CZ,43,male,2018-02-05,2020-08-25,9
673829,7607383,US,37,male,2018-04-03,2020-02-05,18
94503,2097127,PL,72,male,2018-01-07,2020-01-14,5
162649,5481832,US,30,female,2018-10-09,2020-01-15,8
410799,4456167,UK,36,female,2018-12-14,2020-06-15,2
9528,1750557,PL,29,male,2018-12-20,2020-08-10,11
231216,8394102,US,23,female,2018-10-19,2020-02-18,6
84719,4709726,PL,47,male,2018-01-14,2020-07-17,6
173736,3636154,PL,35,male,2018-02-01,2020-06-15,5
330241,3696923,PL,55,male,2018-03-18,2020-07-14,1
535807,1269821,US,39,male,2018-09-08,2020-08-10,35
674507,6697897,NL,20,male,2018-01-26,2020-07-13,2
22942,7226876,NL,33,male,2018-08-21,2020-01-21,10
658786,7421554,US,66,female,2018-03-04,2020-01-29,7
678472,2499984,US,37,male,2018-08-31,2020-09-05,37
5169,4082832,US,49,female,2018-02-23,2020-08-10,16
555623,4402414,DK,27,male,2018-04-25,2020-01-18,3
45477,7670294,US,29,female,2018-05-19,2020-05-18,8
540343,3693306,PL,46,female,2018-11-18,2020-05-28,1
334523,7241584,US,25,male,2018-02-24,2020-03-20,7
50812,4332971,US,45,male,2018-08-29,2020-08-10,37
381622,5875476,NL,77,unknown,2018-07-06,2020-01-17,1
256548,2236134,PL,33,male,2018-12-22,2020-06-12,4
397283,6763621,US,40,male,2018-08-04,2020-02-07,61
605925,7065306,UK,13,male,2018-11-12,2020-09-01,1
437660,7247487,CZ,36,unknown,2018-06-26,2020-01-07,1
228181,1711585,US,77,female,2018-02-13,2020-07-11,1
546192,7036643,PL,28,male,2018-04-16,2020-05-26,2
266476,3645991,US,33,female,2018-05-24,2020-08-29,19
646861,7308205,UK,14,male,2018-06-13,2020-07-17,2
137066,4723374,DK,20,male,2018-07-05,2020-07-12,1
164787,2328840,US,14,male,2018-11-03,2020-05-02,9
216143,4706967,US,34,male,2018-01-26,2020-02-15,15
66096,9406082,PL,61,unknown,2018-11-11,2020-02-01,1
271721,1736774,DK,44,male,2018-11-19,2020-08-16,4
598869,5211730,NL,38,female,2018-03-31,2020-03-23,3
633634,6670732,US,20,male,2018-05-08,2020-07-25,23
459804,5537485,US,55,female,2018-07-19,2020-02-11,5
433741,5154371,CZ,33,male,2018-05-03,2020-06-29,1
129927,7533469,DE,34,male,2018-11-08,2020-02-02,10
529849,8546148,FR,48,male,2018-06-26,2020-07-25,3
483857,7200422,US,41,male,2018-03-30,2020-03-18,14
404718,8436539,US,48,male,2018-01-17,2020-08-17,18
238675,8836347,PL,56,male,2018-11-12,2020-01-04,4
5990,5593461,US,48,female,2018-05-07,2020-01-18,16
112503,8097362,US,49,unknown,2018-06-27,2020-04-24,5
292757,1673495,FR,60,male,2018-10-21,2020-05-26,2
446464,7926448,US,50,male,2018-04-28,2020-02-29,33
433191,4608422,FR,25,female,2018-02-12,2020-01-04,3
259645,2553316,US,46,male,2018-03-06,2020-08-11,58
632435,5165585,NL,19,male,2018-06-07,2020-05-16,3
443469,1992973,FI,41,female,2018-04-16,2020-02-10,1
205456,3176815,PL,28,male,2018-05-25,2020-03-03,10
360926,1302742,US,40,female,2018-11-16,2020-07-19,13
156353,2845574,US,30,male,2018-08-26,2020-06-04,9
241855,3085784,IT,33,female,2018-10-18,2020-09-04,1
486248,5810444,UK,31,male,2018-10-02,2020-06-08,2
163400,8254008,DE,29,male,2018-04-05,2020-04-25,6
677046,8445065,NL,32,male,2018-07-19,2020-03-01,4
590258,4434952,IT,40,male,2018-09-08,2020-03-24,1
551773,6208349,US,38,male,2018-11-29,2020-08-16,42
9996,4428045,IT,57,male,2018-07-26,2020-07-25,3
118720,4171325,DE,29,male,2018-01-29,2020-06-24,8
529268,6230263,NL,48,male,2018-07-07,2020-07-16,7
173455,3786797,NL,14,male,2018-02-03,2020-04-13,5
551456,4417496,NL,43,male,2018-11-02,2020-05-09,4
192974,9927987,DE,49,female,2018-02-08,2020-05-15,2
308310,8261029,UK,42,female,2018-08-01,2020-01-06,2
93341,3724064,US,16,male,2018-06-16,2020-09-04,6
496176,3643673,US,32,male,2018-07-16,2020-02-25,66
558661,3722825,FR,74,male,2018-06-09,2020-03-07,2
232963,1786751,US,38,male,2018-05-13,2020-08-31,34
295793,6894369,US,38,male,2018-10-13,2020-01-02,24
662309,2602063,FR,76,male,2018-03-15,2020-06-08,2
112962,4749788,NL,16,female,2018-12-18,2020-05-03,1
576252,3272509,DK,47,male,2018-08-25,2020-02-01,8
657449,2986934,CZ,37,male,2018-03-09,2020-02-20,6
242404,2658415,US,62,female,2018-12-05,2020-04-08,5
162248,3808653,FR,46,male,2018-03-05,2020-08-07,2
219031,6946351,US,16,male,2018-05-19,2020-02-05,18
391763,6249892,US,27,male,2018-04-16,2020-08-19,66
409029,9336764,US,17,male,2018-05-07,2020-01-07,19
245931,3957800,US,54,male,2018-01-24,2020-05-13,22
61743,9379007,US,43,male,2018-07-26,2020-01-17,29
346749,6054163,UK,55,female,2018-02-10,2020-08-24,2
244856,7516624,US,22,male,2018-05-04,2020-07-29,25
490034,9939673,US,34,male,2018-09-03,2020-01-18,36
559,3502809,PL,32,female,2018-11-16,2020-06-02,4
492838,9390080,FR,39,male,2018-04-06,2020-02-03,6
257145,6355259,NL,69,male,2018-07-16,2020-01-11,2
352899,3463466,FR,43,male,2018-03-09,2020-03-19,2
31249,6724241,FR,75,female,2018-09-01,2020-09-03,1
369027,7589722,NL,30,female,2018-11-23,2020-01-13,2
51427,7235493,US,36,male,2018-10-19,2020-06-26,47
471766,5809786,PL,36,male,2018-10-12,2020-02-07,21
9117,9501314,US,25,female,2018-06-05,2020-07-14,3
307613,5640463,US,23,male,2018-11-06,2020-03-23,20
23995,3810840,US,19,male,2018-01-11,2020-06-04,11
389490,7352145,DE,24,male,2018-02-12,2020-01-10,3
489003,9270181,IT,18,female,2018-07-31,2020-07-07,1
425762,6554901,IT,38,male,2018-08-16,2020-08-15,4
541170,9876069,US,77,male,2018-02-05,2020-02-01,24
244307,3108654,US,45,male,2018-11-30,2020-04-25,20
634432,4055568,FI,36,female,2018-01-30,2020-06-17,2
620518,3199659,IT,41,male,2018-04-22,2020-07-01,4
608717,8952429,FR,66,female,2018-03-17,2020-05-02,1
138739,1669708,DE,26,female,2018-12-03,2020-05-12,1
303390,5229291,US,32,female,2018-04-11,2020-08-04,22
499372,5766190,US,29,male,2018-07-12,2020-04-19,26
535366,3038982,US,29,male,2018-07-06,2020-01-20,78
540206,9405306,CZ,69,male,2018-03-06,2020-04-05,1
528702,1984414,DE,39,male,2018-08-26,2020-01-14,5
100556,1652707,US,47,male,2018-05-11,2020-05-26,32
561478,2311716,DE,36,male,2018-06-05,2020-02-20,11
637661,2633123,US,58,male,2018-11-05,2020-01-06,25
22731,2437178,US,80,female,2018-03-04,2020-03-26,1
425424,6741798,US,69,male,2018-09-11,2020-02-12,19
136578,5544725,PL,39,male,2018-09-20,2020-01-20,19
348425,4166903,UK,41,male,2018-04-09,2020-08-04,6
243046,5590778,UK,30,male,2018-07-23,2020-01-05,5
471131,6923483,DE,45,male,2018-12-09,2020-05-21,5
419503,1537769,US,22,male,2018-03-09,2020-06-09,7
74401,1765580,US,43,female,2018-12-17,2020-08-04,24
313653,3769298,US,25,female,2018-02-20,2020-02-08,7
528693,9752184,US,63,female,2018-03-23,2020-06-09,5
240518,7171341,FR,27,male,2018-03-20,2020-01-06,5
105940,6281369,FR,61,male,2018-06-24,2020-01-13,4
611923,4504659,FR,38,female,2018-09-20,2020-05-12,2
104160,4231912,US,73,female,2018-12-12,2020-02-18,4
163552,5122001,US,70,male,2018-06-07,2020-01-30,7
340356,4361692,US,29,male,2018-01-16,2020-03-15,47
170473,8815582,US,42,female,2018-04-23,2020-02-01,20
365688,6431468,US,16,male,2018-11-30,2020-02-28,9
54918,9566029,US,40,male,2018-11-11,2020-04-09,12
77905,8309504,CZ,26,female,2018-11-01,2020-08-13,1
79894,8820536,FR,25,male,2018-11-29,2020-01-26,2
464252,1727104,US,26,male,2018-11-11,2020-04-28,13
151163,6008210,US,29,male,2018-03-21,2020-03-26,41
535067,7181531,US,48,unknown,2018-05-22,2020-01-23,7
430794,8464544,US,73,female,2018-05-06,2020-08-06,12
332895,1659086,PL,31,male,2018-07-16,2020-02-21,10
108961,5601665,US,43,male,2018-06-08,2020-01-07,73
75340,6583557,US,19,male,2018-10-04,2020-03-11,16
396439,3219330,US,31,male,2018-01-25,2020-02-25,54
98910,2276451,NL,37,male,2018-05-10,2020-04-02,6
327132,2183685,US,71,male,2018-02-12,2020-04-08,22
597208,8822245,DK,67,male,2018-03-27,2020-08-21,1
79972,5527942,PL,70,male,2018-08-23,2020-01-30,1
499837,2366355,DE,40,male,2018-07-07,2020-02-11,9
522407,3768666,US,41,female,2018-11-23,2020-03-21,12
532956,1322731,US,50,male,2018-10-17,2020-06-13,50
597528,6130906,CZ,31,male,2018-09-07,2020-05-01,5
369970,1471888,NL,13,male,2018-02-17,2020-06-03,1
666444,5458871,US,76,female,2018-08-21,2020-04-23,2
331449,6061381,US,49,female,2018-04-09,2020-08-24,14
655454,7099084,US,37,female,2018-06-14,2020-07-19,10
280015,9136971,PL,55,male,2018-05-18,2020-05-26,2
139476,5720861,FI,39,male,2018-02-09,2020-06-06,1
210123,5747809,UK,31,male,2018-08-20,2020-03-06,1
607652,6951744,DK,79,male,2018-11-30,2020-08-14,3
42458,7858101,US,41,female,2018-11-17,2020-08-22,10
395552,8950331,PL,77,female,2018-10-17,2020-01-18,2
533611,1399306,FR,37,male,2018-07-01,2020-08-19,3
409013,2939602,US,46,male,2018-12-20,2020-01-01,39
120280,9234299,US,47,male,2018-06-22,2020-08-30,14
577869,6041441,PL,32,male,2018-04-07,2020-06-14,5
324881,5650155,US,25,male,2018-07-03,2020-04-21,20
311293,3473532,PL,26,male,2018-11-02,2020-02-16,3
332490,8893272,US,50,female,2018-05-29,2020-02-01,13
247198,6975270,US,38,female,2018-05-17,2020-04-28,14
220333,1400764,US,49,male,2018-08-21,2020-08-21,26
254431,2088150,US,77,male,2018-11-30,2020-01-06,23
303260,3965821,NL,43,female,2018-07-15,2020-09-01,7
176625,6326431,US,52,male,2018-02-11,2020-07-08,1
381920,6863184,PL,24,male,2018-08-25,2020-09-04,1
299159,9618408,US,47,male,2018-02-15,2020-03-20,12
318084,4782919,DE,38,male,2018-12-06,2020-01-29,5
570659,5267476,DE,39,male,2018-01-26,2020-02-17,7
75795,6126084,US,29,male,2018-08-30,2020-01-21,23
128760,9531717,US,70,male,2018-02-17,2020-02-29,9
312378,5863556,UK,47,male,2018-11-06,2020-03-27,1
349858,1246346,US,75,male,2018-11-01,2020-05-13,27
504192,3762794,PL,41,male,2018-06-18,2020-08-13,14
8286,9162595,US,22,female,2018-07-22,2020-06-06,5
188097,3648465,US,15,male,2018-03-17,2020-05-12,14
351172,3369208,US,72,male,2018-03-03,2020-05-07,6
507288,3263831,US,44,male,2018-04-11,2020-02-19,10
658657,7396137,US,76,female,2018-04-17,2020-04-07,2
121092,4451498,US,43,female,2018-11-14,2020-07-12,16
372165,1494188,US,48,unknown,2018-09-12,2020-01-23,7
276823,6217917,US,32,male,2018-02-09,2020-02-13,47
210613,2454606,NL,47,male,2018-06-02,2020-07-02,4
546305,3279842,PL,14,male,2018-07-31,2020-07-25,2
269168,1603983,NL,43,female,2018-06-10,2020-02-27,2
194361,2888880,US,31,male,2018-06-01,2020-08-17,12
504729,3739783,DE,31,male,2018-10-08,2020-01-18,8
123924,4217702,US,45,male,2018-08-19,2020-05-27,33
675363,6630266,NL,28,male,2018-10-25,2020-09-04,5
609328,8884779,FR,33,male,2018-01-14,2020-07-31,3
421729,7763264,PL,14,female,2018-11-03,2020-07-30,1
